feedback,sentiment,category
"Recently, the text on the screen is too small This is frustrating.",neutral,ui
My payment failed while placing the order Can you fix this?,negative,payment
"For some reason, i am happy with the assistance I received",positive,support
"Today, the transaction was declined",negative,payment
I found a bug in the checkout process Can you fix this?,negative,bug
"For some reason, the application is lagging badly Please help.",negative,performance
I am having trouble because the website response time is very poor Please help.,negative,performance
I am having trouble because i am unable to access my account Can you fix this?,negative,login
The application crashes when I open my profile,neutral,bug
"For some reason, i cannot complete the payment Please look into it.",negative,payment
"Honestly, the app takes too long to load I need assistance.",neutral,performance
"Today, the support team solved my issue quickly This happens repeatedly.",positive,support
"For some reason, the support team solved my issue quickly This is frustrating.",negative,support
"For some reason, my account login keeps failing Please help.",negative,login
The support staff were polite and professional This happens repeatedly.,negative,support
I noticed that please add notifications for price changes This is frustrating.,neutral,feature_request
"Unfortunately, the notification is showing the wrong information Please look into it.",negative,bug
"Honestly, the app shows an error after checkout Please help.",negative,bug
"Unfortunately, support took too long to respond I need assistance.",positive,support
Login takes me back to the sign in page This happens repeatedly.,negative,login
I noticed that please add a filter for previous orders,positive,feature_request
I am having trouble because support took too long to respond Please help.,negative,support
The app shows an error after checkout This is frustrating.,negative,bug
